FIPS
55043
55011
19075
19081
27013
55035
19045
19163
19037
55023
27039
55057
55141
19195
27037
55121
17161
55111
27163
19055
19189
27139
17085
17015
27157
19191
19139
27045
19033
19067
55045
27147
55103
55119
55021
19089
17201
17131
19131
27169
27099
27047
27049
17141
55063
55123
55093
55109
55105
55065
19013
19105
19031
19017
19197
55049
55019
19083
19097
55025
19113
19019
27161
55053
19065
27079
17195
19005
55073
55091
19127
19069
55081
19061
27109
19171
27131
19011
17177
19043
19023
27055
19115
