source_FIPS_0,source_facility_0,destination_FIPS_0,destination_facility_0,flow_kg_0,source_0,destination_0,emission_0,emission_total
38047,0,38047,0,70119.2935768871,38047,38047,2687915.3318918804,2687915.3318918804
39137,0,39003,0,46152329.56091895,39137,39003,538851756.8577735,538851756.8577735
39151,0,39067,0,100751.2650007578,39151,39067,1108773.0232405365,1108773.0232405365
42023,0,42035,0,214839.6472545589,42023,42035,5251079.987687887,5251079.987687887
55017,0,55017,0,768030.6140685019,55017,55017,7559388.3063141685,7559388.3063141685
31111,0,6047,0,3885.182434705389,31111,6047,80390.38156887433,80390.38156887433
31111,0,32007,0,28805.498884682816,31111,32007,535980.0411032534,535980.0411032534
31111,0,6095,0,38296.79828570101,31111,6095,783476.3244233322,783476.3244233322
31111,0,6061,0,148191.9585831492,31111,6061,2985776.9134799596,2985776.9134799596
31111,0,6103,0,225340.58125329847,31111,6103,4628783.231262837,4628783.231262837
31111,0,49039,0,199809.38238619265,31111,49039,3637589.3775099018,3637589.3775099018
31111,0,49023,0,5550.260621007698,31111,49023,101002.13610734991,101002.13610734991
20189,0,20067,0,17991366.23506239,20189,20067,315810458.0418521,315810458.0418521
20189,0,20189,0,5968599.615238256,20189,20189,104365124.98323269,104365124.98323269
20189,0,20081,0,1603.1272833180612,20189,20081,28170.744208495064,28170.744208495064
20189,0,48195,0,2728523.9493366405,20189,48195,48420635.228305556,48420635.228305556
26093,0,45003,0,18679.295066128816,26093,45003,536188.0954835851,536188.0954835851
26093,0,26163,0,38379.109394646344,26093,26163,994092.6162220939,994092.6162220939
26093,0,26115,0,60632.13593241444,26093,26115,1574068.622394348,1574068.622394348
26093,0,37119,0,16326.741,26093,37119,459871.1372033848,459871.1372033848
46125,0,46125,0,4269883.51666351,46125,46125,60547893.746595666,60547893.746595666
9013,0,9015,0,7215.370800919091,9013,9015,115125.74662265333,115125.74662265333
19177,0,19177,0,42303210.206129216,19177,19177,640457054.0716636,640457054.0716636
19177,0,29199,0,45109486.81500247,19177,29199,686955347.2276845,686955347.2276845
19177,0,29045,0,7106073.999281015,19177,29045,108256061.2086068,108256061.2086068
26125,0,26115,0,17670.846266097866,26125,26115,776574.0124089475,776574.0124089475
29003,0,29119,0,30377.413883062796,29003,29119,573823.160068074,573823.160068074
29003,0,48097,0,144714.2953,29003,48097,2883587.8337042285,2883587.8337042285
29003,0,35005,0,12260.495736466622,29003,35005,260173.55711765675,260173.55711765675
37157,0,37197,0,759165.8547228882,37157,37197,114377732.54382,114377732.54382
6019,0,6031,0,219.64173610564757,6019,6031,2380.180169303707,2380.180169303707
8101,0,8003,0,8898.071488908072,8101,8003,70693.48378656314,70693.48378656314
8101,0,8027,0,15253.836840575064,8101,8027,117672.90661787514,117672.90661787514
8101,0,8055,0,806.5955332962548,8101,8055,6228.132572558445,6228.132572558445
8101,0,8109,0,6767.914406306355,8101,8109,54566.42414324017,54566.42414324017
8101,0,8021,0,40041.321721497035,8101,8021,322197.3290203841,322197.3290203841
8101,0,8105,0,61593.688562284,8101,8105,496716.71363111294,496716.71363111294
8101,0,35055,0,31802.50633981828,8101,35055,258177.62624321756,258177.62624321756
13207,0,13159,0,2.5477835930820087,13207,13159,137.01966507474984,137.01966507474984
19101,0,19087,0,26898704.34748489,19101,19087,379470646.9491995,379470646.9491995
19101,0,48117,0,7751801.517140914,19101,48117,135425443.7188617,135425443.7188617
19197,0,19197,0,9124182.244358703,19197,19197,83330303.61866203,83330303.61866203
19197,0,19169,0,325961.2192875486,19197,19169,3040138.6875752243,3040138.6875752243
19197,0,19187,0,5272981.189193917,19197,19187,48780308.33709392,48780308.33709392
19197,0,19079,0,247683388.94270283,19197,19079,2282880233.151149,2282880233.151149
19197,0,20099,0,185921.0559557346,19197,20099,2002901.576025928,2002901.576025928
29061,0,29061,0,48602852.65,29061,29061,900490177.7493129,900490177.7493129
29061,0,48283,0,38590.47873,29061,48283,852075.0790584134,852075.0790584134
29061,0,48479,0,1274.258664501465,29061,48479,28403.69091454641,28403.69091454641
31143,0,31143,0,10533839.631617596,31143,31143,132700866.71480912,132700866.71480912
31143,0,31121,0,3485243.7522060424,31143,31121,44103494.380285844,44103494.380285844
36049,0,36049,0,37356.58089157581,36049,36049,4078148.5572912996,4078148.5572912996
47169,0,47169,0,4300.542075423954,47169,47169,356176.7915899057,356176.7915899057
55005,0,55005,0,108880.35549020894,55005,55005,1549815.8301071888,1549815.8301071888
55005,0,27137,0,16769.959751050003,55005,27137,247946.95568483224,247946.95568483224
55005,0,55107,0,70430.85704157039,55005,55107,1009505.1791220113,1009505.1791220113
18119,0,18027,0,1122840.8994103333,18119,18027,16419471.94245425,16419471.94245425
20033,0,40059,0,3021656.625885758,20033,40059,47152919.043272264,47152919.043272264
20175,0,40139,0,151107754.73481146,20175,40139,2128012040.9181495,2128012040.9181495
