source_FIPS_0,source_facility_0,destination_FIPS_0,destination_facility_0,flow_kg_0,source_0,destination_0,emission_0,source_FIPS_1,source_facility_1,destination_FIPS_1,destination_facility_1,flow_kg_1,source_1,destination_1,emission_1,emission_total
31159,0,31185,0,1680995.826674959,31159,31185,21976234.889210623,31185,426083,20143,0,451936.9931196802,426083,20143,88220.73042638754,22064455.61963701
31159,0,31185,0,22157645.54144427,31159,31185,289674498.4631101,31185,426083,31059,0,5957099.679670005,426083,31059,1123033.4919751324,290797531.9550852
31159,0,31185,0,900717.2984326942,31159,31185,11775386.11638659,31185,426083,20029,0,242158.5235638214,426083,20029,46841.86087369367,11822227.977260284
31159,0,31185,0,6919036.533584899,31159,31185,90454937.2795635,31185,426083,20053,0,1860188.1793239054,426083,20053,370249.5076551478,90825186.78721865
31159,0,31185,0,44098089.54006647,31159,31185,576509446.6741542,31185,426083,20047,0,11855804.561086332,426083,20047,2433177.416584244,578942624.0907384
31159,0,31185,0,627928.630907364,31159,31185,8209126.32113808,31185,426083,20095,0,168819.08499877836,426083,20095,34387.836151525284,8243514.157289606
31159,0,31185,0,14751175.870332008,31159,31185,192847180.62607983,31185,426083,20113,0,3965864.7344794977,426083,20113,788824.5269174027,193636005.15299723
31159,0,31185,0,34769254.24455675,31159,31185,454550383.8117559,31185,426083,20155,0,9347740.171003444,426083,20155,1881984.062073908,456432367.8738298
31159,0,31185,0,41518672.3978677,31159,31185,542787841.8404632,31185,426083,48341,0,11162326.32113584,426083,48341,2465009.762904212,545252851.6033673
31159,0,31185,0,493931.33860166033,31159,31185,6457333.768474139,31185,426083,40033,0,132793.81211597525,426083,40033,29347.6951437909,6486681.46361793
31159,0,31185,0,22857696.747136116,31159,31185,298826507.936679,31185,426083,20157,0,6145308.973179069,426083,20157,1179659.7664159888,300006167.703095
46085,0,46003,0,83238.99395117255,46085,46003,3520659.777098369,46003,420203,46085,0,30572.50790802954,420203,46085,5850.542767334073,3526510.319865703
46085,0,46003,0,163011.87151108388,46085,46003,6894717.39116948,46003,420203,46007,0,59871.96017528398,420203,46007,12079.137909639534,6906796.52907912
46085,0,46003,0,769387.7249921503,46085,46003,32541868.75398832,46003,420203,31013,0,282585.25469999417,420203,31013,59133.75027141461,32601002.50425973
46085,0,46003,0,406078.21666888596,46085,46003,17175402.727964424,46003,420203,31075,0,149146.79888695563,420203,31075,30976.528048608503,17206379.256013032
46085,0,46003,0,277609.60314236983,46085,46003,11741720.041605748,46003,420203,31031,0,101962.0899358009,420203,31031,20599.749536153256,11762319.791141901
46085,0,46003,0,66659.46381444225,46085,46003,2819415.2989416937,46003,420203,56031,0,24483.080439529225,420203,56031,5367.44673124101,2824782.7456729347
46085,0,46003,0,37445.317387592106,46085,46003,1583779.626703677,46003,420203,56041,0,13753.136692430067,420203,56041,3331.957820643865,1587111.584524321
46085,0,46003,0,11528.060835078953,46085,46003,487588.5467070061,46003,420203,6091,0,4234.094074364197,420203,6091,1222.0251698514717,488810.5718768576
46085,0,46003,0,31354.817287992944,46085,46003,1326177.0572198308,46003,420203,56029,0,11516.181947781484,420203,56029,2651.7526537223944,1328828.8098735532
46085,0,46003,0,44976.75026753646,46085,46003,1902327.5997833386,46003,420203,56045,0,16519.32571456023,420203,56045,3480.505929352673,1905808.1057126913
46085,0,46003,0,48077.72948465447,46085,46003,2033485.994197974,46003,420203,56015,0,17658.27162365648,420203,56015,3805.2264752059805,2037291.22067318
46085,0,46003,0,96307.56476483057,46085,46003,4073405.424586572,46003,420203,31161,0,35372.40955967097,420203,31161,7296.096354114434,4080701.5209406866
46085,0,46003,0,119018.90010394689,46085,46003,5033999.504562153,46003,420203,46075,0,43713.96255422471,420203,46075,8503.66917973215,5042503.1737418845
46085,0,46003,0,21722.237257303033,46085,46003,918759.3860785373,46003,420203,6099,0,7978.271226086052,420203,6099,2375.1927607377156,921134.578839275
46085,0,46003,0,125123.4622601164,46085,46003,5292196.8399676,46003,420203,46047,0,45956.08209382447,420203,46047,9561.77584184315,5301758.615809443
46085,0,46003,0,37005.39467563973,46085,46003,1565172.743997823,46003,420203,6047,0,13591.559287998976,420203,6047,4077.5506677282306,1569250.2946655513
46085,0,46003,0,41448.825341825825,46085,46003,1753111.1953916894,46003,420203,6007,0,15223.568671250796,420203,6007,4477.939316600289,1757589.1347082898
46085,0,46003,0,4486.225801703499,46085,46003,189748.50585415927,46003,420203,56037,0,1647.727432653027,420203,56037,389.9592447806305,190138.4650989399
46085,0,46003,0,165121.24134532837,46085,46003,6983934.874201596,46003,420203,46121,0,60646.701950469615,420203,46121,12007.907377485095,6995942.781579081
46085,0,46003,0,35353.40985038085,46085,46003,1495300.7254811467,46003,420203,56027,0,12984.808572537444,420203,56027,2761.1756283274954,1498061.9011094742
46085,0,46003,0,62589.32750133794,46085,46003,2647265.6305632005,46003,420203,6041,0,22988.17680467593,420203,6041,6869.553610220201,2654135.1841734205
46085,0,46003,0,460667.1211814453,46085,46003,19484284.07395916,46003,420203,31045,0,169196.53322036032,420203,31045,35290.52189076335,19519574.595849924
46085,0,46003,0,2633.2194923042284,46085,46003,111374.12300135438,46003,420203,6043,0,967.1443626441683,420203,6043,289.8092358532172,111663.9322372076
46085,0,46003,0,129905.49495367525,46085,46003,5494456.734733482,46003,420203,31009,0,47712.45522377896,420203,31009,9595.000414802858,5504051.735148285
46085,0,46003,0,629499.8957237785,46085,46003,26625201.211133868,46003,420203,31103,0,231206.42894132293,420203,31103,45220.36559408984,26670421.576727957
46085,0,46003,0,1477528.7151262613,46085,46003,62493257.906315506,46003,420203,46123,0,542675.4479281165,420203,46123,105093.32142091377,62598351.22773642
46085,0,46003,0,103719.59000242765,46085,46003,4386902.955997791,46003,420203,49003,0,38094.741839706396,420203,49003,9596.139297031728,4396499.095294823
46085,0,46003,0,24284.135317916775,46085,46003,1027116.9121236015,46003,420203,56019,0,8919.220233273996,420203,56019,1955.1874226452874,1029072.0995462468
46085,0,46003,0,40229.74224353681,46085,46003,1701549.1014095803,46003,420203,6077,0,14775.816651508121,420203,6077,4370.207503988628,1705919.308913569
46085,0,46003,0,3102201.930373471,46085,46003,131210110.04901679,46003,420203,31017,0,1139394.994421499,420203,31017,225089.23353746856,131435199.28255425
46085,0,46003,0,17115.926699977485,46085,46003,723931.7995088035,46003,420203,32033,0,6286.438357187093,420203,32033,1670.0885195207397,725601.8880283242
46085,0,46003,0,5427.221478301406,46085,46003,229548.6700772523,46003,420203,32023,0,1993.3418664493627,420203,32023,549.3834727524439,230098.05355000473
46085,0,46003,0,25064.348500821732,46085,46003,1060116.6522721509,46003,420203,56043,0,9205.781525909304,420203,56043,2057.3969648481884,1062174.0492369991
46085,0,46003,0,3415.9081586246216,46085,46003,144478.56569946508,46003,420203,32005,0,1254.614865406873,420203,32005,359.14135660254505,144837.70705606762
46085,0,46003,0,15957.527164377798,46085,46003,674936.3653113699,46003,420203,32013,0,5860.974553725539,420203,32013,1611.5749300507746,676547.9402414206
46085,0,46003,0,132649.5562611028,46085,46003,5610519.00089469,46003,420203,46103,0,48720.31022104932,420203,46103,9930.079014411825,5620449.079909102
46085,0,46003,0,29433.32640621225,46085,46003,1244906.0646425441,46003,420203,32001,0,10810.44546071022,420203,32001,3047.275803375576,1247953.3404459197
46085,0,46003,0,711993.2927247044,46085,46003,30114325.36931065,46003,420203,46015,0,261505.08961050923,420203,46015,49364.39369429253,30163689.763004944
46085,0,46003,0,1561605.7567542696,46085,46003,66049363.57970686,46003,420203,31165,0,573555.7589223102,420203,31165,121817.35736590062,66171180.93707276
46085,0,46003,0,53152.023085400164,46085,46003,2248107.297619931,46003,420203,49013,0,19521.988060780433,420203,49013,4850.85049464227,2252958.148114573
46085,0,46003,0,102787.4075388202,46085,46003,4347475.553662002,46003,420203,6103,0,37752.364374679826,420203,6103,11224.622751002287,4358700.176413004
46085,0,46003,0,130486.92487557273,46085,46003,5519048.7779821865,46003,420203,6097,0,47926.0062296405,420203,6097,14348.611959685912,5533397.389941872
46085,0,46003,0,29843.154246114587,46085,46003,1262240.0606820162,46003,420203,31091,0,10960.969443300573,420203,31091,2245.0838325929335,1264485.1445146091
46085,0,46003,0,53118.28873354249,46085,46003,2246680.476246267,46003,420203,46081,0,19509.597909362383,420203,46081,4032.5913179225663,2250713.0675641894
46085,0,46003,0,4456.238729485475,46085,46003,188480.17866783033,46003,420203,49011,0,1636.7136041694441,420203,49011,407.50053718475556,188887.6792050151
46085,0,46003,0,24455.83814741629,46085,46003,1034379.2205290529,46003,420203,49023,0,8982.28425968191,420203,49023,2294.65438000157,1036673.8749090545
46085,0,46003,0,69466.80806719686,46085,46003,2938154.1678537712,46003,420203,56009,0,25514.17836964414,420203,56009,5562.449562901943,2943716.6174166733
19027,0,19027,0,13390836.352869686,19027,19027,132567974.83588977,19027,408162,19027,0,2634770.287718559,408162,19027,494409.7385481118,133062384.57443789
19027,0,19027,0,13390836.352869686,19027,19027,132567974.83588977,19027,703001,19027,0,2634770.287718559,703001,19027,494409.7385481118,133062384.57443789
19027,0,19027,0,13390836.352869686,19027,19027,132567974.83588977,19027,701058,19027,0,2634770.287718559,701058,19027,494409.7385481118,133062384.57443789
19027,0,19027,0,4496088.516997089,19027,19027,44510838.13398039,19027,408162,19009,0,884646.7930285675,408162,19009,167084.74192956008,44677922.875909954
19027,0,19027,0,4496088.516997089,19027,19027,44510838.13398039,19027,703001,19009,0,884646.7930285675,703001,19009,167084.74192956008,44677922.875909954
19027,0,19027,0,4496088.516997089,19027,19027,44510838.13398039,19027,701058,19009,0,884646.7930285675,701058,19009,167084.74192956008,44677922.875909954
19027,0,19027,0,5381319.452077211,19027,19027,53274538.11755191,19027,408162,19029,0,1058824.126247832,408162,19029,201749.85042787294,53476287.96797978
19027,0,19027,0,5381319.452077211,19027,19027,53274538.11755191,19027,703001,19029,0,1058824.126247832,703001,19029,201749.85042787294,53476287.96797978
19027,0,19027,0,5381319.452077211,19027,19027,53274538.11755191,19027,701058,19029,0,1058824.126247832,701058,19029,201749.85042787294,53476287.96797978
19027,0,19047,0,611901.695399345,19027,19047,6103854.067307458,19047,205184,40071,0,144894.59227267496,205184,40071,31345.165670124254,6135199.232977582
19027,0,19047,0,611901.695399345,19027,19047,6103854.067307458,19047,403193,40071,0,144894.59227267496,403193,40071,31345.165670124254,6135199.232977582
19027,0,19047,0,581846.2263076069,19027,19047,5804044.149080786,19047,205184,48101,0,137777.64036299073,205184,48101,32716.10229450378,5836760.25137529
19027,0,19047,0,581846.2263076069,19027,19047,5804044.149080786,19047,403193,48101,0,137777.64036299073,403193,48101,32716.10229450378,5836760.25137529
19027,0,19047,0,3633047.837064697,19027,19047,36240451.666860424,19047,205184,19165,0,860283.5864265141,205184,19165,162215.7079458703,36402667.37480629
19027,0,19047,0,3633047.837064697,19027,19047,36240451.666860424,19047,403193,19165,0,860283.5864265141,403193,19165,162215.7079458703,36402667.37480629
19027,0,19047,0,739263.5782987347,19027,19047,7374316.876612184,19047,205184,48047,0,175053.10994395483,205184,48047,46373.000408486754,7420689.87702067
19027,0,19047,0,739263.5782987347,19027,19047,7374316.876612184,19047,403193,48047,0,175053.10994395483,403193,48047,46373.000408486754,7420689.87702067
19027,0,19047,0,2608152.1569795893,19027,19047,26016891.718443222,19047,205184,20127,0,617594.5355471225,205184,20127,128056.23705610231,26144947.955499325
19027,0,19047,0,2608152.1569795893,19027,19047,26016891.718443222,19047,403193,20127,0,617594.5355471225,403193,20127,128056.23705610231,26144947.955499325
19027,0,19047,0,257916.5635887174,19027,19047,2572774.479174356,19047,205184,48503,0,61073.070400903904,205184,48503,14391.511029634315,2587165.99020399
19027,0,19047,0,257916.5635887174,19027,19047,2572774.479174356,19047,403193,48503,0,61073.070400903904,403193,48503,14391.511029634315,2587165.99020399
19027,0,19047,0,273842.5640885098,19027,19047,2731639.8388513816,19047,205184,48235,0,64844.25025920751,205184,48235,16285.735776826878,2747925.5746282083
19027,0,19047,0,273842.5640885098,19027,19047,2731639.8388513816,19047,403193,48235,0,64844.25025920751,403193,48235,16285.735776826878,2747925.5746282083
19027,0,19047,0,420621.9265089173,19027,19047,4195796.279408219,19047,205184,20085,0,99600.7087424093,205184,20085,19982.625057902907,4215778.904466122
19027,0,19047,0,420621.9265089173,19027,19047,4195796.279408219,19047,403193,20085,0,99600.7087424093,403193,20085,19982.625057902907,4215778.904466122
19027,0,19047,0,1418455.2392426862,19027,19047,14149403.158124197,19047,205184,20191,0,335881.5559629656,205184,20191,71812.34256753331,14221215.50069173
19027,0,19047,0,1418455.2392426862,19027,19047,14149403.158124197,19047,403193,20191,0,335881.5559629656,403193,20191,71812.34256753331,14221215.50069173
19027,0,19047,0,1026925.9895584179,19027,19047,10243812.732205408,19047,205184,48451,0,243169.81578907307,205184,48451,60212.760937069055,10304025.493142476
19027,0,19047,0,1026925.9895584179,19027,19047,10243812.732205408,19047,403193,48451,0,243169.81578907307,403193,48451,60212.760937069055,10304025.493142476
19027,0,19047,0,221524.7268887507,19027,19047,2209757.899668212,19047,205184,40051,0,52455.705258200476,205184,40051,11796.709945785931,2221554.609613998
19027,0,19047,0,221524.7268887507,19027,19047,2209757.899668212,19047,403193,40051,0,52455.705258200476,403193,40051,11796.709945785931,2221554.609613998
19027,0,19047,0,427629.29943407816,19027,19047,4265696.366386193,19047,205184,48409,0,101260.01194507675,205184,48409,26317.377667193716,4292013.744053386
19027,0,19047,0,427629.29943407816,19027,19047,4265696.366386193,19047,403193,48409,0,101260.01194507675,403193,48409,26317.377667193716,4292013.744053386
19027,0,19047,0,179265.0317891058,19027,19047,1788208.141338491,19047,205184,48355,0,42448.86700776153,205184,48355,11154.374445443118,1799362.5157839342
19027,0,19047,0,179265.0317891058,19027,19047,1788208.141338491,19047,403193,48355,0,42448.86700776153,403193,48355,11154.374445443118,1799362.5157839342
19027,0,19047,0,507793.07023209333,19027,19047,5065347.621015959,19047,205184,48485,0,120242.30431679194,205184,48485,27864.573801053197,5093212.194817012
19027,0,19047,0,507793.07023209333,19027,19047,5065347.621015959,19047,403193,48485,0,120242.30431679194,403193,48485,27864.573801053197,5093212.194817012
19027,0,19047,0,108752.34920803999,19027,19047,1084828.615500918,19047,205184,40087,0,25751.89350784627,205184,40087,5799.324821349582,1090627.9403222674
19027,0,19047,0,108752.34920803999,19027,19047,1084828.615500918,19047,403193,40087,0,25751.89350784627,403193,40087,5799.324821349582,1090627.9403222674
19027,0,19047,0,998893.3137799242,19027,19047,9964180.622416269,19047,205184,48487,0,236531.84900817357,205184,48487,55217.68319680626,10019398.305613074
19027,0,19047,0,998893.3137799242,19027,19047,9964180.622416269,19047,403193,48487,0,236531.84900817357,403193,48487,55217.68319680626,10019398.305613074
19027,0,19047,0,284256.57214640826,19027,19047,2835521.8609459456,19047,205184,48283,0,67310.22389977533,205184,48283,17518.887034157677,2853040.7479801034
19027,0,19047,0,284256.57214640826,19027,19047,2835521.8609459456,19047,403193,48283,0,67310.22389977533,403193,48283,17518.887034157677,2853040.7479801034
19027,0,19047,0,1110565.5385517275,19027,19047,11078135.639216462,19047,205184,48021,0,262975.1512545139,205184,48021,65385.31533999709,11143520.95455646
19027,0,19047,0,1110565.5385517275,19027,19047,11078135.639216462,19047,403193,48021,0,262975.1512545139,403193,48021,65385.31533999709,11143520.95455646
19027,0,19047,0,76592.12142667406,19027,19047,764023.2661699071,19047,205184,48297,0,18136.547567782778,205184,48297,4696.383871097325,768719.6500410044
19027,0,19047,0,76592.12142667406,19027,19047,764023.2661699071,19047,403193,48297,0,18136.547567782778,403193,48297,4696.383871097325,768719.6500410044
19027,0,19047,0,1931110.777226889,19027,19047,19263254.965006966,19047,205184,48237,0,457275.2630094413,205184,48237,107191.6402789973,19370446.605285965
19027,0,19047,0,1931110.777226889,19027,19047,19263254.965006966,19047,403193,48237,0,457275.2630094413,403193,48237,107191.6402789973,19370446.605285965
19027,0,19073,0,520683.7039591764,19027,19073,5192160.913854891,19073,401121,29109,0,170457.8714082178,401121,29109,36677.0959800348,5228838.009834927
19027,0,19073,0,291306.82992413844,19027,19073,2904857.449484674,19073,401121,29049,0,95366.0384951044,401121,29049,19193.63383437965,2924051.0833190535
19027,0,19073,0,301339.8442754374,19027,19073,3004904.799856607,19073,401121,29225,0,98650.57814389013,401121,29225,21317.152661343574,3026221.9525179504
19027,0,19073,0,214948.8991589298,19027,19073,2143430.3862458398,19073,401121,29149,0,70368.5011333551,401121,29149,15755.649407393494,2159186.035653233
19027,0,19073,0,512689.1207211793,19027,19073,5112440.418868664,19073,401121,29025,0,167840.65940180625,401121,29025,33726.7510382542,5146167.169906918
19027,0,19073,0,147584.53124070057,19027,19073,1471685.4565850617,19073,401121,29081,0,48315.21489299739,401121,29081,9510.124260528413,1481195.5808455902
19027,0,19073,0,45252.39982293258,19027,19073,451248.5023675451,19073,401121,29043,0,14814.421291232647,401121,29043,3189.093034524164,454437.5954020693
19027,0,19073,0,586224.2704334448,19027,19073,5845719.235215925,19073,401121,48037,0,191914.0940000593,401121,48037,45084.61594822281,5890803.851164147
19027,0,19073,0,1338545.4174896989,19027,19073,13347725.58707636,19073,401121,29013,0,438203.8479668021,401121,29013,90821.64662895893,13438547.23370532
19027,0,19073,0,675186.3746308009,19027,19073,6732832.768279394,19073,401121,29083,0,221037.89949305076,401121,29083,45971.95259862578,6778804.72087802
19027,0,19073,0,2490348.209826209,19027,19073,24833288.498619746,19073,401121,40079,0,815273.1719553177,401121,40079,183759.29393003098,25017047.792549778
19027,0,19073,0,353277.257708576,19027,19073,3522815.012801176,19073,401121,29037,0,115653.49348950943,401121,29037,23693.45217442576,3546508.4649756015
19027,0,19073,0,55537.036146326354,19027,19073,553804.9801783508,19073,401121,29095,0,18181.335221058253,401121,29095,3696.0977821677334,557501.0779605185
19027,0,19073,0,167639.57207131843,19027,19073,1671670.588316133,19073,401121,40001,0,54880.69705615731,401121,40001,12060.108803691111,1683730.6971198241
19027,0,19073,0,1335974.25840885,19027,19073,13322086.467623657,19073,401121,29167,0,437362.1194843456,401121,29167,92767.05011544086,13414853.517739097
19027,0,19073,0,525544.9161254215,19027,19073,5240636.016132171,19073,401121,29217,0,172049.30181408828,401121,29217,35986.72972069157,5276622.7458528625
19027,0,19073,0,2684290.080405773,19027,19073,26767240.708620287,19073,401121,29107,0,878764.535684482,401121,29107,179761.5304112178,26947002.239031505
19063,0,19147,0,488002.27046112315,19063,19147,5303376.322850452,19147,410162,19147,0,42778.18330030831,410162,19147,8027.246443325549,5311403.569293777
19063,0,19147,0,488002.27046112315,19063,19147,5303376.322850452,19147,401419,19147,0,42778.18330030831,401419,19147,8027.246443325549,5311403.569293777
19063,0,19147,0,488002.27046112315,19063,19147,5303376.322850452,19147,702001,19147,0,42778.18330030831,702001,19147,8027.246443325549,5311403.569293777
19063,0,19147,0,488002.27046112315,19063,19147,5303376.322850452,19147,701057,19147,0,42778.18330030831,701057,19147,8027.246443325549,5311403.569293777
19063,0,27091,0,2465513.94104183,19063,27091,26835090.105611704,27091,401083,27165,0,73177.57152691467,401083,27165,13845.411528597402,26848935.517140303
